세부사업 코드,세부사업명,기관,지역,구분,분야(추정),성격,예산현액(억 원),집행액(억 원),온통청년 대응,대응 정책번호,대응 정책명,가장 가까운 후보,후보 유사도
3590000202230119,청년농업인 영농정착 지원(균특사업),전남광주동구,광주,지방,창업·농어업,대상자 지원,0.19,0.1,있음,20260513005400213183,2026년 청년농업인(청년창업형 후계농업경영인) 영농정착지원사업(2차),2026년 청년농업인(청년창업형 후계농업경영인) 영농정착지원사업(2차),1.12
4641000202530185,사회적경제기업 청년혁신가 지원(지역정착형),전북전주시,전북,지방,정책기반,대상자 지원,0.19,0.12,있음,,,사회적경제 청년혁신가 지원사업,1.029
473000020223001A,청년창업지원사업,전북진안군,전북,지방,창업·농어업,대상자 지원,0.19,0.18,있음,,,청년창업농 영농정착지원사업,0.92
3550000202330015,청년정책 활성화 지원,인천계양구,인천,지방,정책기반,대상자 지원,0.19,0.15,있음,,,청년문화 활성화 사업,0.834
439000020193015E,청년몰 운영 지원,충북충주시,충북,지방,정책기반,대상자 지원,0.19,0.19,있음,,,충주시 청년 입영지원금,0.834
4480000201930101,청년단체 지원사업,충북단양군,충북,지방,참여·권리,대상자 지원,0.19,0.1,있음,,,신 취약청년(가족돌봄·고립은둔) 지원사업,0.826
4191000202430040,청년4-H 자율모임체 연구활동 지원,강원원주시,강원,지방,창업·농어업,대상자 지원,0.18,0.14,찾지 못함,,,청년 동아리 활동비 지원(상반기),0.6
42300002023301AE,강원특별자치도 청년 중증장애인 자산형성,강원속초시,강원,지방,금융·생활안정,기타,0.18,0.12,있음,,,청년 재가 중증장애인 자산형성 지원,1.037
56800002017301F2,청년정책 추진,충남당진시,충남,지방,정책기반,기타,0.18,0.06,있음,,,충청남도 청년정책 조정위원회 운영,0.92
4540000202330152,자립준비청년 대학생활안정자금 지원,충남논산시,충남,지방,교육·역량,대상자 지원,0.18,0.14,있음,,,자립준비청년 지원,1.02
56800002017301F5,청년문화 육성,충남당진시,충남,지방,문화·건강,기타,0.18,0.0,찾지 못함,,,청년문화예술패스,0.691
457000020223009D,청년농업인 영농정착 지원(운영비),충남부여군,충남,지방,창업·농어업,기반·운영,0.18,0.18,있음,,,청년후계농업인 영농정착 지원,1.037
46000002022300F6,청년농업인 영농정착 지원(선발 운영비),충남홍성군,충남,지방,창업·농어업,기반·운영,0.18,0.05,있음,,,청년후계농업인 영농정착 지원,1.037
4600000202330041,청년네트워크 운영,충남홍성군,충남,지방,참여·권리,기반·운영,0.18,0.03,있음,,,충남 청년네트워크 구성 운영,1.02
55800002020300E9,청년정책 사업,충남계룡시,충남,지방,정책기반,기타,0.18,0.16,있음,,,충청남도 청년정책 조정위원회 운영,0.92
4550000202130061,청년농업인 경영실습 임대농장 운영(자체),충남금산군,충남,지방,창업·농어업,대상자 지원,0.18,0.09,있음,,,청년후계농업인 영농정착 지원,0.703
4500000202330261,소멸위기지역대응 청년창업지원사업(2023),충남공주시,충남,지방,창업·농어업,대상자 지원,0.18,0.18,있음,,,청년 창업‧창직 지원사업,0.735
333000020263001C,해운대청년정책네트워크 운영,부산해운대구,부산,지방,참여·권리,기반·운영,0.18,0.16,찾지 못함,,,부산청년센터 운영,0.541
325000020253001D,청년 정책 사업(청년기금),부산중구,부산,지방,정책기반,기타,0.18,0.07,있음,,,부산 청년 프로그램 지원,0.787
3340000202530080,청년 프로그램 지원 사업,부산사하구,부산,지방,정책기반,대상자 지원,0.18,0.18,있음,,,부산 청년 프로그램 지원,0.92
3310000202630043,청년 예술가 활동 지원,부산남구,부산,지방,문화·건강,대상자 지원,0.18,0.04,있음,,,부산 청년 커뮤니티 활동 지원,0.752
4960000202230124,친환경농산물 계약재배 청년농가 육성사업,전남광주함평군,전남,지방,창업·농어업,기타,0.18,0.0,있음,20250119005400210342,친환경농산물 계약재배 청년농가 육성,친환경농산물 계약재배 청년농가 육성,1.12
302000020263000B,청년 마음건강·법률상담 지원,서울용산구,서울,지방,문화·건강,대상자 지원,0.18,0.12,찾지 못함,,,서울청년문화패스 지원,0.52
3190000201830032,5.동작 청년내일근속 지원,서울동작구,서울,지방,정책기반,대상자 지원,0.18,0.06,찾지 못함,,,청년내일저축계좌(근로능력 있는 수급자의 탈수급 지원),0.591
5460000202630009,청년농업인 커뮤니티 활성화 지원,경남함양군,경남,지방,창업·농어업,대상자 지원,0.18,0.18,있음,20250917005400211718,청년농업인 커뮤니티 활성화 지원,청년농업인 커뮤니티 활성화 지원,1.12
5410000202330093,경남 청년통장 지원사업,경남창녕군,경남,지방,금융·생활안정,대상자 지원,0.18,0.18,있음,,,모다드림 청년통장 지원,0.92
6480000202530065,귀어 청년 사각지대 해소 지원,경남본청,경남,지방,창업·농어업,대상자 지원,0.18,0.18,있음,20250918005400211775,귀어 청년 사각지대 해소 지원,귀어 청년 사각지대 해소 지원,1.12
53700002022300E8,자립준비청년 대학생활안정자금 지원,경남거제시,경남,지방,교육·역량,대상자 지원,0.18,0.06,있음,20250916005400211697,자립준비청년 대학생활안정자금 지원,자립준비청년 대학생활안정자금 지원,1.12
5430000202530034,청년 역량강화교육,경남남해군,경남,지방,교육·역량,대상자 지원,0.18,0.18,찾지 못함,,,청년4-H회 과제교육 지원,0.653
54200002022300CE,자립준비청년 대학생활안정자금 지원,경남고성군,경남,지방,교육·역량,대상자 지원,0.18,0.16,있음,20250916005400211697,자립준비청년 대학생활안정자금 지원,자립준비청년 대학생활안정자금 지원,1.12
54700002024300DE,청년 문화예술패스,경남거창군,경남,지방,문화·건강,대상자 지원,0.18,0.18,있음,,,청년 문화예술인 활동 지원,0.826
53500002023302B3,청년후계농 농지 임대료 지원사업,경남김해시,경남,지방,창업·농어업,대상자 지원,0.18,0.03,있음,20250918005400211770,청년후계농 농지 임대료 지원,청년후계농 농지 임대료 지원,1.12
5370000202030174,청년정책위원회 및 청년정책네트워크 운영,경남거제시,경남,지방,참여·권리,기반·운영,0.18,0.06,있음,,,청년정책네트워크 운영,1.02
37800002026301EE,자립준비청년 주거비 지원,경기성남시,경기,지방,주거,대상자 지원,0.18,0.09,있음,20251231005400212061,자립준비청년 주거비 지원사업,자립준비청년 주거비 지원사업,1.12
4040000202330060,청년명예시장제 운영,경기하남시,경기,지방,정책기반,기타,0.18,0.03,찾지 못함,,,경기도 청년참여기구 운영,0.653
397000020193007D,보호종료아동 자립수당 지원(국비),경기과천시,경기,지방,금융·생활안정,대상자 지원,0.18,0.14,찾지 못함,,,자립준비청년 주거비 지원사업,0.44
414000020193010A,자립준비청년 자립수당 지원(국비),경기연천군,경기,지방,금융·생활안정,대상자 지원,0.18,0.15,있음,,,자립준비청년 자립수당 지급,0.917
3640000202330001,지역사회결합형 청년커뮤니티 활동 지원사업,대전동구,대전,지방,참여·권리,대상자 지원,0.18,0.18,찾지 못함,,,청년도전지원사업,0.564
63000002025301B1,청년층 자살시도자 치료비 지원사업,대전본청,대전,지방,금융·생활안정,대상자 지원,0.18,0.18,있음,,,청년도전지원사업,0.729
50800002023303A4,청년농업인농지임대지원,경북구미시,경북,지방,창업·농어업,대상자 지원,0.18,0.0,찾지 못함,,,청년스타트업 지원,0.646
5150000201930028,보호종료아동자립수당지급(국비),경북의성군,경북,지방,금융·생활안정,대상자 지원,0.18,0.14,찾지 못함,,,자립준비청년 자립수당지원,0.537
511000020183005B,청년농업인 육성,경북상주시,경북,지방,창업·농어업,기타,0.18,0.15,있음,,,경북청년 예비창업가 육성사업,0.745
515000020213005B,청년근로자사랑채움사업(도비),경북의성군,경북,지방,취업·일경험,기타,0.18,0.18,있음,,,2025 청년근로자 행복카드 지원사업,0.703
519000020253007E,청년근로자사랑채움사업,경북청도군,경북,지방,취업·일경험,기타,0.18,0.18,있음,,,2025 청년근로자 행복카드 지원사업,0.703
3610000202630002,구직청년 면접용 정장대여,전남광주남구,광주,지방,취업·일경험,기타,0.18,0.09,있음,20260722005400213299,[남구] 2026년 구직 청년 면접용 정장대여,[남구] 2026년 구직 청년 면접용 정장대여,1.12
3630000201830129,청년일자리창출지원,전남광주광산구,광주,지방,취업·일경험,대상자 지원,0.18,0.18,있음,,,광주형 청년일자리 공제,0.787
4711000202430104,청년 문화예술패스 지원(보조),전북김제시,전북,지방,문화·건강,대상자 지원,0.18,0.18,있음,,,청년문화예술패스,1.0
474000020203009A,전북형 청년창업농 영농정착 지원,전북무주군,전북,지방,창업·농어업,대상자 지원,0.18,0.12,있음,,,청년창업농 영농정착지원사업,1.067
47200002020300EE,전북형 청년창업농 영농정착지원 사업,전북완주군,전북,지방,창업·농어업,대상자 지원,0.18,0.13,있음,,,청년창업농 영농정착지원사업,1.083
4740000202130023,무주 청년 키움 두배 통장 지원사업,전북무주군,전북,지방,금융·생활안정,대상자 지원,0.18,0.14,찾지 못함,,,전북청년 함께 두배적금 사업,0.62
473000020243000E,청년 농업인 경영실습 임대농장 운영,전북진안군,전북,지방,창업·농어업,대상자 지원,0.18,0.06,찾지 못함,,,청년농업인 유치 임대스마트팜 건립,0.62
469100020263007E,"청년 소상공인, 농어업인 출산급여 지원",전북정읍시,전북,지방,창업·농어업,대상자 지원,0.18,0.09,찾지 못함,,,전북형 청년취업 지원,0.555
471100020263002B,전북청년 1인 소상공인·농어업인 출산급여 지원사업,전북김제시,전북,지방,창업·농어업,대상자 지원,0.18,0.13,찾지 못함,,,청년친화 친구기업 지원사업,0.557
4730000202230017,청년의 날 운영,전북진안군,전북,지방,정책기반,기타,0.18,0.18,찾지 못함,,,전북 청년 직무인턴 운영,0.691
4750000202030028,청년창업 더하기지원사업,전북장수군,전북,지방,창업·농어업,대상자 지원,0.18,0.0,있음,20250716005400211323,청년창업더하기 지원사업,청년창업더하기 지원사업,1.12
47600002023300BA,전북형 청년활력수당,전북임실군,전북,지방,금융·생활안정,대상자 지원,0.18,0.04,있음,20250113005400210207,전북형 청년활력수당,전북형 청년활력수당,1.12
46400002024300BE,전주시 청년의 날 행사 개최,전북전주시,전북,지방,정책기반,기반·운영,0.18,0.0,찾지 못함,,,전북청년 함께 두배적금 사업,0.453
34900002023301A9,청년어촌정착지원사업,인천영종구,인천,지방,창업·농어업,대상자 지원,0.18,0.0,있음,,,청년어업인 정착지원 사업,0.857
3500000202430074,청년 이사비 지원사업,인천제물포구,인천,지방,주거,대상자 지원,0.18,0.03,있음,,,전입청년 이사 지원사업,0.962
557000020193004F,자립준비청년 자립수당 지급,충북증평군,충북,지방,금융·생활안정,대상자 지원,0.18,0.15,있음,20250219005400210472,자립준비청년 자립수당 지급,자립준비청년 자립수당 지급,1.12
4260000202230087,청년일자리 지역혁신사업(균특),강원횡성군,강원,지방,취업·일경험,기타,0.17,0.17,찾지 못함,,,지역주도형 청년일자리 사업(지역혁신형),0.609
42900002021300FE,청년일자리 상생기반대응사업,강원정선군,강원,지방,취업·일경험,기타,0.17,0.16,찾지 못함,,,청년일자리 강소기업 선정,0.583
55800002024300AE,청년 문화예술패스,충남계룡시,충남,지방,문화·건강,대상자 지원,0.17,0.17,있음,20260504005400113122,청년문화예술패스,청년문화예술패스,1.12
64400002024301F0,천주교 세계청년대회 기반조성 자문위원회 운영,충남본청,충남,지방,참여·권리,기반·운영,0.17,0.17,찾지 못함,,,충청남도 청년정책 조정위원회 운영,0.636
3380000202030099,청년 프로그램 지원 사업(보조사업),부산수영구,부산,지방,정책기반,대상자 지원,0.17,0.17,있음,,,부산 청년 프로그램 지원,0.92
3250000202530044,청년 역량강화,부산중구,부산,지방,교육·역량,기타,0.17,0.17,있음,,,부산 청년 프로그램 지원,0.787
326000020193008E,청년프로그램 운영 지원사업,부산서구,부산,지방,정책기반,대상자 지원,0.17,0.17,있음,,,부산 청년 프로그램 지원,0.92
33900002026300B8,청년 프로그램 지원사업 ,부산사상구,부산,지방,정책기반,대상자 지원,0.17,0.17,있음,,,부산 청년 프로그램 지원,0.92
33200002020300C2,청년 프로그램 지원 사업,부산북구,부산,지방,정책기반,대상자 지원,0.17,0.17,있음,,,부산 청년 프로그램 지원,0.92
48200002018301C5,청년 창업농장 조성사업,전남광주순천시,전남,지방,창업·농어업,기반·운영,0.17,0.0,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
48300002024300D2,청년 창업농장 조성사업,전남광주나주시,전남,지방,창업·농어업,기반·운영,0.17,0.0,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
486000020193004D,청년 창업농장 조성사업,전남광주곡성군,전남,지방,창업·농어업,기반·운영,0.17,0.0,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
484000020183002A,청년 창업농장 조성사업,전남광주광양시,전남,지방,창업·농어업,기반·운영,0.17,0.17,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
488000020173017E,청년 창업농장 조성,전남광주고흥군,전남,지방,창업·농어업,기반·운영,0.17,0.16,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
4890000202630071,청년 창업농장 조성사업,전남광주보성군,전남,지방,창업·농어업,기반·운영,0.17,0.0,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
49100002025300D3,청년 창업농장 조성사업(도비),전남광주장흥군,전남,지방,창업·농어업,기반·운영,0.17,0.0,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
49600002020300F1,청년 창업농장 조성사업,전남광주함평군,전남,지방,창업·농어업,기반·운영,0.17,0.0,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
4970000201730265,청년 창업농장 조성,전남광주영광군,전남,지방,창업·농어업,기반·운영,0.17,0.0,있음,20250304005400210579,청년 창업농장 조성,청년 창업농장 조성,1.12
49800002026300B1,청년 창업농장 지원사업,전남광주장성군,전남,지방,창업·농어업,대상자 지원,0.17,0.0,있음,,,청년 창업농장 조성,1.02
5010000202330376,청년창업농장지원(보조),전남광주신안군,전남,지방,창업·농어업,대상자 지원,0.17,0.17,있음,,,청년 창업농장 조성,1.02
4980000201630093,청년4-H회원 맞춤형 과제사업,전남광주장성군,전남,지방,창업·농어업,기타,0.17,0.17,있음,,,청년4-H회원 우수과제 창업농 육성 사업,0.787
4980000202030012,청년농업인 정예인력 양성 전문교육,전남광주장성군,전남,지방,창업·농어업,대상자 지원,0.17,0.11,찾지 못함,,,청년농업인 스타트업(초기창업) 지원사업,0.537
4920000201930069,청년취업자주거지원금지원사업,전남광주강진군,전남,지방,주거,대상자 지원,0.17,0.04,있음,,,청년 취업자 주거비 지원사업,0.995
4930000202330378,청년농업인 농지확보 지원사업,전남광주해남군,전남,지방,창업·농어업,대상자 지원,0.17,0.02,있음,,,청년농업인 스타트업(초기창업) 지원사업,0.812
485000020183007B,청년정책추진,전남광주담양군,전남,지방,정책기반,기타,0.17,0.16,있음,,,청년정책 서포터즈 2기,0.92
3180000202630012,청년 창업공간 지원 및 창업 활성화,서울영등포구,서울,지방,창업·농어업,대상자 지원,0.17,0.05,찾지 못함,,,청년안심주택 공급활성화(임차보증금 무이자지원),0.642
31000002023301E2,노원 청년 공유오피스 청년도약,서울노원구,서울,지방,정책기반,기타,0.17,0.13,찾지 못함,,,청년과 어르신 주거공유(한지붕세대공감),0.468
3110000202630019,은평 전입청년 이사 지원(참여예산),서울은평구,서울,지방,주거,대상자 지원,0.17,0.07,찾지 못함,,,서울청년문화패스 지원,0.62
3100000202530063,노원 청년 생활금융 클래스,서울노원구,서울,지방,금융·생활안정,기타,0.17,0.11,찾지 못함,,,서울청년문화패스,0.473
3090000202330038,청년정책 지원사업,서울도봉구,서울,지방,정책기반,대상자 지원,0.17,0.14,있음,,,2026년 서울청년정책네트워크 하반기 모집,0.92
3710000202030022,청년정책 네트워크 활성화,울산동구,울산,지방,참여·권리,기타,0.17,0.08,있음,,,울산청년정책네트워크 운영,0.857
5670000202230040,미래농업 성장동력 청년4-H회 육성,경남창원시,경남,지방,창업·농어업,기타,0.17,0.17,찾지 못함,,,청년4-H회 과제교육 지원,0.62
54700002025300B4,청년후계농 선발운영비,경남거창군,경남,지방,창업·농어업,기반·운영,0.17,0.0,찾지 못함,,,청년후계농 농지 임대료 지원,0.676
4170000201930124,지역 맞춤형 청년정책 추진,경기양평군,경기,지방,정책기반,기타,0.17,0.08,찾지 못함,,,지역사회서비스분야 청년사업단 지원,0.501
41600002026300B0,가평청년 공간 운영 및 관리,경기가평군,경기,지방,정책기반,기반·운영,0.17,0.05,찾지 못함,,,경기청년 사다리 프로그램,0.62
5180000202330079,청년농업인 농지임대료 지원사업(도비보조),경북영덕군,경북,지방,창업·농어업,대상자 지원,0.17,0.04,찾지 못함,,,2025년 청년도전 지원사업,0.665
515000020233007B,청년농업인농지임대지원(도비),경북의성군,경북,지방,창업·농어업,대상자 지원,0.17,0.1,찾지 못함,,,청년농업인 스마트팜 영농정착 컨설팅 지원,0.672
5230000202330020,예천군 청년 취업 올인원 지원사업,경북예천군,경북,지방,취업·일경험,대상자 지원,0.17,0.04,있음,,,2025년 청년도전 지원사업,0.752
361000020173008F,청년정책추진 기반 조성,전남광주남구,광주,지방,정책기반,기반·운영,0.17,0.06,찾지 못함,,,청년정책 서포터즈 [광주 청년톡파원] 1기,0.676
645000020203005D,청년축산인 육성교육 운영,전북본청,전북,지방,교육·역량,대상자 지원,0.17,0.14,있음,20250114005400210218,청년축산인 육성교육 운영(전북),청년축산인 육성교육 운영(전북),1.12
4740000202230116,청년 정책활동 활성화 지원,전북무주군,전북,지방,정책기반,대상자 지원,0.17,0.17,있음,,,청년공동체 활성화 지원,0.882
468000020193000F,청년 설자리(참여) 지원,전북익산시,전북,지방,참여·권리,대상자 지원,0.17,0.09,있음,,,청년나래 일자리 지원사업,0.787
475000020203009F,전북형 청년창업농 영농정착 지원,전북장수군,전북,지방,창업·농어업,대상자 지원,0.17,0.12,있음,20260331005400212370,장수형 청년창업농 영농정착지원,장수형 청년창업농 영농정착지원,1.12
349000020233017C,인천 청년 자격증 응시료 지원사업,인천영종구,인천,지방,교육·역량,대상자 지원,0.17,0.09,있음,20260724005400213300,(영종구) 청년 자격증 응시료 지원,(영종구) 청년 자격증 응시료 지원,1.12
3490000202230114,청년월세 지원사업(35세~39세)(명시이월),인천영종구,인천,지방,주거,대상자 지원,0.17,0.02,있음,,,(영종구) 인천시 청년월세 지원사업,0.92
4231000202430042,청년농업인 영농정착지원,강원속초시,강원,지방,창업·농어업,대상자 지원,0.16,0.12,있음,20250430005400210740,청년농업인 영농정착 지원,청년농업인 영농정착 지원,1.12
642000020183011E,청년농업인 영농정착 지원(직접)(국고),강원본청,강원,지방,창업·농어업,대상자 지원,0.16,0.06,있음,20250430005400210740,청년농업인 영농정착 지원,청년농업인 영농정착 지원,1.12
419100020243006D,청년회복 지원,강원원주시,강원,지방,정책기반,대상자 지원,0.16,0.05,있음,,,청년예술인 지원,0.735
42410002024301CB,청년농업인 창업 경쟁력 제고 지원,강원삼척시,강원,지방,창업·농어업,대상자 지원,0.16,0.16,있음,,,청년농업인 육성지원,0.729
46100002024300FB,청년문화예술패스,충남예산군,충남,지방,문화·건강,대상자 지원,0.16,0.16,있음,20260504005400113122,청년문화예술패스,청년문화예술패스,1.12
4540000202630020,지역 청년 활성화 사업(주민참여예산),충남논산시,충남,지방,참여·권리,기타,0.16,0.16,있음,,,지역정착 청년프로그램 운영,0.735
45900002025301CE,청년농 스마트팜 금융지원 이차보전금(자체),충남청양군,충남,지방,창업·농어업,대상자 지원,0.16,0.06,찾지 못함,,,청년자립형 스마트팜 지원사업,0.672
46100002025300EE,청년농미디어커머스지원,충남예산군,충남,지방,창업·농어업,대상자 지원,0.16,0.0,있음,20260504005400113080,청년농 미디어커머스 지원,청년농 미디어커머스 지원,1.12
3300000202530088,청년정책네트워크 지원사업,부산동래구,부산,지방,참여·권리,대상자 지원,0.16,0.14,있음,,,부산 청년도전 지원사업,0.72
3280000202630076,청년활동공간 활성화 지원,부산영도구,부산,지방,정책기반,대상자 지원,0.16,0.16,있음,,,부산 동네 청년활동공간 활성화 지원,1.037
3280000202630079,청년활동공간 활성화 지원,부산영도구,부산,지방,정책기반,대상자 지원,0.16,0.16,있음,,,부산 동네 청년활동공간 활성화 지원,1.037
339000020243002B,청년 역량강화 지원사업,부산사상구,부산,지방,교육·역량,대상자 지원,0.16,0.07,있음,,,부산 청년도전 지원사업,0.87
6460000202030041,청년농업인 연구동아리 지원 (전남),전남광주본청,전남,지방,창업·농어업,대상자 지원,0.16,0.15,있음,20250304005400210582,청년농업인 연구동아리 지원,청년농업인 연구동아리 지원,1.12
490000020243014B,청년 문화예술패스 지원,전남광주화순군,전남,지방,문화·건강,대상자 지원,0.16,0.16,찾지 못함,,,전남청년 문화복지카드,0.676
3190000202430001,3.동작구 청년구청장 운영,서울동작구,서울,지방,정책기반,기타,0.16,0.0,찾지 못함,,,청년예술청 운영,0.653
3100000202330134,청년 팝업스토어 운영,서울노원구,서울,지방,정책기반,기타,0.16,0.1,찾지 못함,,,청년예술청 운영,0.62
3170000202630022,청년들을 위한 콘서트(음악회) 개최(주민참여),서울금천구,서울,지방,참여·권리,기타,0.16,0.01,찾지 못함,,,가족돌봄청년을 위한 사회서비스 지원,0.6
3710000202430002,청년 응시료 지원,울산동구,울산,지방,교육·역량,대상자 지원,0.16,0.16,있음,,,청년 자격증 응시료 지원사업,0.889
3690000201830059,청년농업인 영농정착 지원금,울산중구,울산,지방,창업·농어업,대상자 지원,0.16,0.13,있음,20250714005400111206,청년농업인 영농정착금 지원사업,청년농업인 영농정착금 지원사업,1.12
53100002022300EA,보호종료아동 대학생활안정자금 지원,경남진주시,경남,지방,교육·역량,대상자 지원,0.16,0.0,있음,,,자립준비청년 대학생활안정자금 지원,0.745
53400002023302C8,청년후계농 농지 임대료 지원,경남사천시,경남,지방,창업·농어업,대상자 지원,0.16,0.0,있음,20250918005400211770,청년후계농 농지 임대료 지원,청년후계농 농지 임대료 지원,1.12
5340000202330327,국토부 청년 전세보증금 반환보증 보증료 지원사업,경남사천시,경남,지방,주거,대상자 지원,0.16,0.07,있음,,,전세보증금반환보증 보증료 지원,0.9
5360000202030029,밀양형 청년내일채움공제,경남밀양시,경남,지방,정책기반,기타,0.16,0.16,찾지 못함,,,청년 일경험 지원,0.495
53800002023306BE,보호종료아동 자립정착금 지원(시추가),경남양산시,경남,지방,금융·생활안정,대상자 지원,0.16,0.04,찾지 못함,,,자립준비청년 자립정착금 지원,0.658
40400002019300D1,청년 면접 지원사업,경기하남시,경기,지방,취업·일경험,대상자 지원,0.16,0.12,있음,,,2025년 1차 경기도 청년면접수당 모집,0.92
391000020263018C,청년농업인4-H회원 스마트팜 기술보급 시범(도비),경기평택시,경기,지방,창업·농어업,기타,0.16,0.15,찾지 못함,,,청년농업인 영농정착지원,0.52
409000020263009B,청년농업인 4-H회원 스마트팜 기술보급 시범,경기김포시,경기,지방,창업·농어업,기타,0.16,0.16,찾지 못함,,,청년농업인 영농정착지원,0.52
57000002025300A4,청년농업인 4-H회원 스마트팜 기술보급 시범,경기여주시,경기,지방,창업·농어업,기타,0.16,0.16,찾지 못함,,,청년농업인 영농정착지원,0.52
4010000202530035,청년정책 서포터즈단 운영,경기시흥시,경기,지방,참여·권리,기타,0.16,0.06,찾지 못함,,,청년층 정신건강 서비스 강화,0.541
3990000201830256,청년정책협의체 등 청년참여활동 지원,경기남양주시,경기,지방,참여·권리,기반·운영,0.16,0.09,찾지 못함,,,경기도 청년참여기구 운영,0.52
386000020203002A,청년네트워크 운영,경기부천시,경기,지방,참여·권리,기반·운영,0.16,0.05,찾지 못함,,,경기도 청년참여기구 운영,0.62
5070000202530186,[도]청년농산업 디자인 지원,경북안동시,경북,지방,창업·농어업,대상자 지원,0.16,0.0,찾지 못함,,,청년스타트업 지원,0.676
50600002019301D2,청년농업인영농정착지원선발운영(보조),경북김천시,경북,지방,창업·농어업,대상자 지원,0.16,0.05,찾지 못함,,,청년스타트업 지원,0.555
5080000202630108,청년농산업디자인지원,경북구미시,경북,지방,창업·농어업,대상자 지원,0.16,0.16,찾지 못함,,,청년스타트업 지원,0.676
52100002025300DB,청년농산업디자인지원,경북성주군,경북,지방,창업·농어업,대상자 지원,0.16,0.0,찾지 못함,,,청년스타트업 지원,0.676
5200000202630043,청년농산업디자인지원,경북고령군,경북,지방,창업·농어업,대상자 지원,0.16,0.0,찾지 못함,,,청년스타트업 지원,0.676
514000020223003F,청년월세지원사업,대구군위군,대구,지방,주거,대상자 지원,0.16,0.05,있음,,,(국토부) 26년 청년월세 지원사업,0.8
36100002023300BA,청년 자율공간 확충(보조),전남광주남구,광주,지방,정책기반,기타,0.16,0.16,있음,,,청년자율공간,1.02
46700002020300F6,청년창업농 정책자금 이차보전,전북군산시,전북,지방,창업·농어업,대상자 지원,0.16,0.13,있음,20250718005400211441,청년창업농 정책자금 이차보전,청년창업농 정책자금 이차보전,1.12
467000020203011C,청년창업농 영농기반 임차지원,전북군산시,전북,지방,창업·농어업,대상자 지원,0.16,0.1,있음,20250718005400211442,청년창업농 영농기반 임차지원,청년창업농 영농기반 임차지원,1.12
4680000202430008,청년시청 관내대학교 특화과정 운영,전북익산시,전북,지방,교육·역량,기타,0.16,0.16,있음,,,청년시청 운영,1.02
46400002024300AC,청년농업인교육 지원,전북전주시,전북,지방,창업·농어업,대상자 지원,0.16,0.16,있음,,,청년농업인 생생동아리 지원,0.787
4701000202630127,"근로능력있는수급자의탈수급지원(청년내일저축계좌-차상위이하,초과)",전북남원시,전북,지방,금융·생활안정,대상자 지원,0.16,0.0,찾지 못함,,,,
4741000202630101,무주군 청년센터 운영 물품 구입,전북무주군,전북,지방,정책기반,기반·운영,0.16,0.0,찾지 못함,,,전북특별자치도 청년마음건강센터 운영,0.642
464000020163026B,청년희망단 운영,전북전주시,전북,지방,정책기반,기타,0.16,0.15,있음,,,제10기 청년희망단 운영,1.02
47200002023301BC,전북 군복무 청년 상해보험 가입,전북완주군,전북,지방,금융·생활안정,기타,0.16,0.15,있음,20250110005400210162,전북 군복무 청년 상해보험 가입 지원,전북 군복무 청년 상해보험 가입 지원,1.12
3560000202630118,인천형 청년월세 지원사업(만35~39세),인천검단구,인천,지방,주거,대상자 지원,0.16,0.07,있음,,,(검단구) 인천시 청년월세 지원사업,1.009
3510000201830095,청년정책 활성화,인천미추홀구,인천,지방,정책기반,기타,0.16,0.1,있음,,,청년문화 활성화 사업,0.834
64300002025302AB,청년층 자살시도자 치료비 지원사업,충북본청,충북,지방,금융·생활안정,대상자 지원,0.16,0.16,찾지 못함,,,신 취약청년(가족돌봄·고립은둔) 지원사업,0.62
4440000202430048,청년 단계별 취업 지원,충북영동군,충북,지방,취업·일경험,대상자 지원,0.16,0.09,찾지 못함,,,청년후계농 영농정착 지원,0.62
4320000202230044,청년월세 한시 특별지원 사업,강원양구군,강원,지방,주거,대상자 지원,0.15,0.12,있음,,,청년월세 한시 특별지원,1.0
42000002022300CD,지역혁신형 청년일자리 사업,강원강릉시,강원,지방,취업·일경험,기타,0.15,0.1,있음,,,지역주도형 청년일자리 사업(지역혁신형),0.833
65300002026300D4,청년 리더십 워크숍 운영,강원본청,강원,지방,정책기반,기타,0.15,0.15,찾지 못함,,,강원청년센터 운영,0.62
4230000202330118,지역혁신형 청년일자리,강원속초시,강원,지방,취업·일경험,기타,0.15,0.1,있음,,,지역주도형 청년일자리 사업(지역혁신형),0.8
4231000202530023,속초시 청년 이사비용 지원사업,강원속초시,강원,지방,주거,대상자 지원,0.15,0.15,있음,20250512005400210809,속초시 청년 이사비용 지원사업,속초시 청년 이사비용 지원사업,1.12
42610002026300AC,사회연대경제 청년 일경험 시범사업,강원횡성군,강원,지방,취업·일경험,대상자 지원,0.15,0.0,있음,,,사회연대경제 청년 일경험 시범 지원,1.0
